Packetnummer;Ware;fuellstand;veschickt um;angekommen um
156;milch;0;2017-06-15 00:12:46.681;2017-06-15 00:12:46.681
157;milch;0;2017-06-15 00:12:52.685;2017-06-15 00:12:52.686
158;milch;0;2017-06-15 00:12:58.691;2017-06-15 00:12:58.691
159;milch;0;2017-06-15 00:13:04.695;2017-06-15 00:13:04.696
160;milch;0;2017-06-15 00:13:10.699;2017-06-15 00:13:10.7
161;milch;0;2017-06-15 00:13:16.704;2017-06-15 00:13:16.705
162;milch;0;2017-06-15 00:13:22.709;2017-06-15 00:13:22.709
163;milch;0;2017-06-15 00:13:28.72;2017-06-15 00:13:28.72
164;milch;0;2017-06-15 00:13:34.724;2017-06-15 00:13:34.724
165;milch;0;2017-06-15 00:13:40.728;2017-06-15 00:13:40.729
166;milch;0;2017-06-15 00:13:46.732;2017-06-15 00:13:46.732
167;milch;0;2017-06-15 00:13:52.736;2017-06-15 00:13:52.737
168;milch;0;2017-06-15 00:13:58.739;2017-06-15 00:13:58.74
169;milch;0;2017-06-15 00:14:04.743;2017-06-15 00:14:04.744
170;milch;0;2017-06-15 00:14:10.749;2017-06-15 00:14:10.749
171;milch;0;2017-06-15 00:14:16.753;2017-06-15 00:14:16.753
172;milch;0;2017-06-15 00:14:22.757;2017-06-15 00:14:22.758
173;milch;0;2017-06-15 00:14:28.761;2017-06-15 00:14:28.762
174;milch;0;2017-06-15 00:14:34.765;2017-06-15 00:14:34.765
175;milch;0;2017-06-15 00:14:40.77;2017-06-15 00:14:40.77
176;milch;0;2017-06-15 00:14:46.774;2017-06-15 00:14:46.775
177;milch;0;2017-06-15 00:14:52.777;2017-06-15 00:14:52.778
178;milch;0;2017-06-15 00:14:58.782;2017-06-15 00:14:58.782
179;milch;0;2017-06-15 00:15:04.786;2017-06-15 00:15:04.787
180;milch;0;2017-06-15 00:15:10.79;2017-06-15 00:15:10.791
181;milch;0;2017-06-15 00:15:16.793;2017-06-15 00:15:16.794
182;milch;0;2017-06-15 00:15:22.797;2017-06-15 00:15:22.797
183;milch;0;2017-06-15 00:15:28.8;2017-06-15 00:15:28.801
184;milch;0;2017-06-15 00:15:34.813;2017-06-15 00:15:34.813
185;milch;0;2017-06-15 00:15:40.817;2017-06-15 00:15:40.818
186;milch;0;2017-06-15 00:15:46.834;2017-06-15 00:15:46.834
187;milch;0;2017-06-15 00:15:52.838;2017-06-15 00:15:52.838
188;milch;0;2017-06-15 00:15:58.841;2017-06-15 00:15:58.841
189;milch;0;2017-06-15 00:16:04.845;2017-06-15 00:16:04.845
190;milch;0;2017-06-15 00:16:10.849;2017-06-15 00:16:10.849
191;milch;0;2017-06-15 00:16:16.853;2017-06-15 00:16:16.853
192;milch;0;2017-06-15 00:16:22.857;2017-06-15 00:16:22.858
193;milch;0;2017-06-15 00:16:28.861;2017-06-15 00:16:28.861
194;milch;0;2017-06-15 00:16:34.872;2017-06-15 00:16:34.873
195;milch;0;2017-06-15 00:16:40.876;2017-06-15 00:16:40.877
196;milch;0;2017-06-15 00:16:46.88;2017-06-15 00:16:46.88
197;milch;0;2017-06-15 00:16:52.885;2017-06-15 00:16:52.885
198;milch;0;2017-06-15 00:16:58.889;2017-06-15 00:16:58.889
199;milch;0;2017-06-15 00:17:04.893;2017-06-15 00:17:04.893
200;milch;0;2017-06-15 00:17:10.897;2017-06-15 00:17:10.898
201;milch;0;2017-06-15 00:17:16.902;2017-06-15 00:17:16.902
202;milch;0;2017-06-15 00:17:22.906;2017-06-15 00:17:22.906
203;milch;0;2017-06-15 00:17:28.91;2017-06-15 00:17:28.91
204;milch;0;2017-06-15 00:17:34.914;2017-06-15 00:17:34.914
205;milch;0;2017-06-15 00:17:40.917;2017-06-15 00:17:40.918
206;milch;0;2017-06-15 00:17:46.922;2017-06-15 00:17:46.922
207;milch;0;2017-06-15 00:17:52.926;2017-06-15 00:17:52.926
208;milch;0;2017-06-15 00:17:58.93;2017-06-15 00:17:58.93
209;milch;0;2017-06-15 00:18:04.942;2017-06-15 00:18:04.942
210;milch;0;2017-06-15 00:18:10.947;2017-06-15 00:18:10.948
211;milch;0;2017-06-15 00:18:16.972;2017-06-15 00:18:16.972
212;milch;0;2017-06-15 00:18:22.976;2017-06-15 00:18:22.976
213;milch;0;2017-06-15 00:18:28.98;2017-06-15 00:18:28.98
214;milch;0;2017-06-15 00:18:34.984;2017-06-15 00:18:34.984
215;milch;0;2017-06-15 00:18:40.988;2017-06-15 00:18:40.989
216;milch;0;2017-06-15 00:18:46.993;2017-06-15 00:18:46.993
217;milch;0;2017-06-15 00:18:52.997;2017-06-15 00:18:52.997
218;milch;0;2017-06-15 00:18:59.001;2017-06-15 00:18:59.001
219;milch;0;2017-06-15 00:19:05.006;2017-06-15 00:19:05.006
220;milch;0;2017-06-15 00:19:11.01;2017-06-15 00:19:11.011
221;milch;0;2017-06-15 00:19:17.015;2017-06-15 00:19:17.015
222;milch;0;2017-06-15 00:19:23.019;2017-06-15 00:19:23.019
223;milch;0;2017-06-15 00:19:29.023;2017-06-15 00:19:29.023
224;milch;0;2017-06-15 00:19:35.027;2017-06-15 00:19:35.027
225;milch;0;2017-06-15 00:19:41.031;2017-06-15 00:19:41.032
226;milch;0;2017-06-15 00:19:47.037;2017-06-15 00:19:47.037
227;milch;0;2017-06-15 00:19:53.042;2017-06-15 00:19:53.042
228;milch;0;2017-06-15 00:19:59.047;2017-06-15 00:19:59.047
229;milch;0;2017-06-15 00:20:05.052;2017-06-15 00:20:05.052
230;milch;0;2017-06-15 00:20:11.056;2017-06-15 00:20:11.057
231;milch;0;2017-06-15 00:20:17.06;2017-06-15 00:20:17.06
232;milch;0;2017-06-15 00:20:23.064;2017-06-15 00:20:23.064
233;milch;0;2017-06-15 00:20:29.068;2017-06-15 00:20:29.068
234;milch;0;2017-06-15 00:20:35.072;2017-06-15 00:20:35.072
235;milch;0;2017-06-15 00:20:41.076;2017-06-15 00:20:41.077
236;milch;0;2017-06-15 00:20:47.079;2017-06-15 00:20:47.079
237;milch;0;2017-06-15 00:20:53.083;2017-06-15 00:20:53.083
238;milch;0;2017-06-15 00:20:59.087;2017-06-15 00:20:59.087
239;milch;0;2017-06-15 00:21:05.091;2017-06-15 00:21:05.091
240;milch;0;2017-06-15 00:21:11.103;2017-06-15 00:21:11.104
241;milch;0;2017-06-15 00:21:17.106;2017-06-15 00:21:17.106
242;milch;0;2017-06-15 00:21:23.11;2017-06-15 00:21:23.11
243;milch;0;2017-06-15 00:21:29.114;2017-06-15 00:21:29.114
244;milch;0;2017-06-15 00:21:35.119;2017-06-15 00:21:35.119
245;milch;0;2017-06-15 00:21:41.123;2017-06-15 00:21:41.124
246;milch;0;2017-06-15 00:21:47.127;2017-06-15 00:21:47.127
247;milch;0;2017-06-15 00:21:53.131;2017-06-15 00:21:53.131
248;milch;0;2017-06-15 00:21:59.135;2017-06-15 00:21:59.135
249;milch;0;2017-06-15 00:22:05.139;2017-06-15 00:22:05.139
250;milch;0;2017-06-15 00:22:11.143;2017-06-15 00:22:11.144
251;milch;0;2017-06-15 00:22:17.27;2017-06-15 00:22:17.27
252;milch;0;2017-06-15 00:22:23.274;2017-06-15 00:22:23.274
253;milch;0;2017-06-15 00:22:29.286;2017-06-15 00:22:29.286
254;milch;0;2017-06-15 00:22:35.29;2017-06-15 00:22:35.29
255;milch;0;2017-06-15 00:22:41.294;2017-06-15 00:22:41.295
256;milch;0;2017-06-15 00:22:47.299;2017-06-15 00:22:47.299
257;milch;0;2017-06-15 00:22:53.303;2017-06-15 00:22:53.303
258;milch;0;2017-06-15 00:22:59.307;2017-06-15 00:22:59.307
259;milch;0;2017-06-15 00:23:05.323;2017-06-15 00:23:05.323
260;milch;0;2017-06-15 00:23:11.327;2017-06-15 00:23:11.328
261;milch;0;2017-06-15 00:23:17.331;2017-06-15 00:23:17.331
262;milch;0;2017-06-15 00:23:23.349;2017-06-15 00:23:23.349
263;milch;0;2017-06-15 00:23:29.353;2017-06-15 00:23:29.353
264;milch;0;2017-06-15 00:23:35.356;2017-06-15 00:23:35.356
265;milch;0;2017-06-15 00:23:41.36;2017-06-15 00:23:41.361
266;milch;0;2017-06-15 00:23:47.364;2017-06-15 00:23:47.364
267;milch;0;2017-06-15 00:23:53.38;2017-06-15 00:23:53.38
268;milch;0;2017-06-15 00:23:59.384;2017-06-15 00:23:59.384
269;milch;0;2017-06-15 00:24:05.387;2017-06-15 00:24:05.387
270;milch;0;2017-06-15 00:24:11.39;2017-06-15 00:24:11.391
271;milch;0;2017-06-15 00:24:17.403;2017-06-15 00:24:17.403
272;milch;0;2017-06-15 00:24:23.407;2017-06-15 00:24:23.407
273;milch;0;2017-06-15 00:24:29.41;2017-06-15 00:24:29.41
274;milch;0;2017-06-15 00:24:35.414;2017-06-15 00:24:35.414
275;milch;0;2017-06-15 00:24:41.417;2017-06-15 00:24:41.418
276;milch;0;2017-06-15 00:24:47.44;2017-06-15 00:24:47.44
277;milch;0;2017-06-15 00:24:53.444;2017-06-15 00:24:53.444
278;milch;0;2017-06-15 00:24:59.447;2017-06-15 00:24:59.447
279;milch;0;2017-06-15 00:25:05.45;2017-06-15 00:25:05.45
280;milch;0;2017-06-15 00:25:11.474;2017-06-15 00:25:11.475
281;milch;0;2017-06-15 00:25:17.478;2017-06-15 00:25:17.478
282;milch;0;2017-06-15 00:25:23.599;2017-06-15 00:25:23.599
283;milch;0;2017-06-15 00:25:29.602;2017-06-15 00:25:29.602
284;milch;0;2017-06-15 00:25:35.605;2017-06-15 00:25:35.605
285;milch;0;2017-06-15 00:25:41.619;2017-06-15 00:25:41.62
286;milch;0;2017-06-15 00:25:47.623;2017-06-15 00:25:47.623
287;milch;0;2017-06-15 00:25:53.626;2017-06-15 00:25:53.626
288;milch;0;2017-06-15 00:25:59.629;2017-06-15 00:25:59.629
289;milch;0;2017-06-15 00:26:05.632;2017-06-15 00:26:05.632
290;milch;0;2017-06-15 00:26:11.635;2017-06-15 00:26:11.636
291;milch;0;2017-06-15 00:26:17.639;2017-06-15 00:26:17.639
292;milch;0;2017-06-15 00:26:23.642;2017-06-15 00:26:23.642
293;milch;0;2017-06-15 00:26:29.645;2017-06-15 00:26:29.645
294;milch;0;2017-06-15 00:26:35.648;2017-06-15 00:26:35.648
295;milch;0;2017-06-15 00:26:41.651;2017-06-15 00:26:41.652
296;milch;0;2017-06-15 00:26:47.656;2017-06-15 00:26:47.656
297;milch;0;2017-06-15 00:26:53.66;2017-06-15 00:26:53.66
298;milch;0;2017-06-15 00:26:59.663;2017-06-15 00:26:59.663
299;milch;0;2017-06-15 00:27:05.667;2017-06-15 00:27:05.667
300;milch;0;2017-06-15 00:27:11.671;2017-06-15 00:27:11.672
301;milch;0;2017-06-15 00:27:17.676;2017-06-15 00:27:17.676
302;milch;0;2017-06-15 00:27:23.68;2017-06-15 00:27:23.68
303;milch;0;2017-06-15 00:27:29.708;2017-06-15 00:27:29.708
304;milch;0;2017-06-15 00:27:35.712;2017-06-15 00:27:35.712
305;milch;0;2017-06-15 00:27:41.716;2017-06-15 00:27:41.717
306;milch;0;2017-06-15 00:27:47.721;2017-06-15 00:27:47.721
307;milch;0;2017-06-15 00:27:53.74;2017-06-15 00:27:53.74
308;milch;0;2017-06-15 00:27:59.744;2017-06-15 00:27:59.744
309;milch;0;2017-06-15 00:28:05.863;2017-06-15 00:28:05.863
310;milch;0;2017-06-15 00:28:11.867;2017-06-15 00:28:11.868
311;milch;0;2017-06-15 00:28:17.872;2017-06-15 00:28:17.872
312;milch;0;2017-06-15 00:28:23.876;2017-06-15 00:28:23.877
313;milch;0;2017-06-15 00:28:29.88;2017-06-15 00:28:29.88
314;milch;0;2017-06-15 00:28:35.884;2017-06-15 00:28:35.884
315;milch;0;2017-06-15 00:28:41.888;2017-06-15 00:28:41.889
316;milch;0;2017-06-15 00:28:47.893;2017-06-15 00:28:47.893
317;milch;0;2017-06-15 00:28:53.897;2017-06-15 00:28:53.897
318;milch;0;2017-06-15 00:28:59.927;2017-06-15 00:28:59.927
319;milch;0;2017-06-15 00:29:05.931;2017-06-15 00:29:05.931
320;milch;0;2017-06-15 00:29:11.935;2017-06-15 00:29:11.936
321;milch;0;2017-06-15 00:29:17.94;2017-06-15 00:29:17.94
322;milch;0;2017-06-15 00:29:23.944;2017-06-15 00:29:23.944
323;milch;0;2017-06-15 00:29:29.948;2017-06-15 00:29:29.948
324;milch;0;2017-06-15 00:29:35.952;2017-06-15 00:29:35.952
325;milch;0;2017-06-15 00:29:41.956;2017-06-15 00:29:41.957
326;milch;0;2017-06-15 00:29:47.99;2017-06-15 00:29:47.99
327;milch;0;2017-06-15 00:29:53.993;2017-06-15 00:29:53.993
328;milch;0;2017-06-15 00:29:59.997;2017-06-15 00:29:59.997
329;milch;0;2017-06-15 00:30:06.001;2017-06-15 00:30:06.001
330;milch;0;2017-06-15 00:30:12.005;2017-06-15 00:30:12.006
331;milch;0;2017-06-15 00:30:18.01;2017-06-15 00:30:18.01
332;milch;0;2017-06-15 00:30:24.014;2017-06-15 00:30:24.014
333;milch;0;2017-06-15 00:30:30.023;2017-06-15 00:30:30.023
334;milch;0;2017-06-15 00:30:36.027;2017-06-15 00:30:36.027
335;milch;0;2017-06-15 00:30:42.032;2017-06-15 00:30:42.033
336;milch;0;2017-06-15 00:30:48.037;2017-06-15 00:30:48.037
337;milch;0;2017-06-15 00:30:54.042;2017-06-15 00:30:54.042
338;milch;0;2017-06-15 00:31:00.047;2017-06-15 00:31:00.047
339;milch;0;2017-06-15 00:31:06.052;2017-06-15 00:31:06.052
340;milch;0;2017-06-15 00:31:12.057;2017-06-15 00:31:12.058
341;milch;0;2017-06-15 00:31:18.063;2017-06-15 00:31:18.063
342;milch;0;2017-06-15 00:31:24.067;2017-06-15 00:31:24.067
343;milch;0;2017-06-15 00:31:30.07;2017-06-15 00:31:30.07
344;milch;0;2017-06-15 00:31:36.099;2017-06-15 00:31:36.099
345;milch;0;2017-06-15 00:31:42.103;2017-06-15 00:31:42.104
346;milch;0;2017-06-15 00:31:48.323;2017-06-15 00:31:48.323
347;milch;0;2017-06-15 00:31:54.327;2017-06-15 00:31:54.327
348;milch;0;2017-06-15 00:32:00.331;2017-06-15 00:32:00.331
349;milch;0;2017-06-15 00:32:06.335;2017-06-15 00:32:06.335
350;milch;0;2017-06-15 00:32:12.339;2017-06-15 00:32:12.34
351;milch;0;2017-06-15 00:32:18.345;2017-06-15 00:32:18.345
352;milch;0;2017-06-15 00:32:24.353;2017-06-15 00:32:24.353
353;milch;0;2017-06-15 00:32:30.356;2017-06-15 00:32:30.356
354;milch;0;2017-06-15 00:32:36.361;2017-06-15 00:32:36.361
355;milch;0;2017-06-15 00:32:42.38;2017-06-15 00:32:42.381
356;milch;0;2017-06-15 00:32:48.385;2017-06-15 00:32:48.385
357;milch;0;2017-06-15 00:32:54.389;2017-06-15 00:32:54.389
358;milch;0;2017-06-15 00:33:00.393;2017-06-15 00:33:00.393
359;milch;0;2017-06-15 00:33:06.397;2017-06-15 00:33:06.397
360;milch;0;2017-06-15 00:33:12.443;2017-06-15 00:33:12.444
361;milch;0;2017-06-15 00:33:18.448;2017-06-15 00:33:18.448
362;milch;0;2017-06-15 00:33:24.452;2017-06-15 00:33:24.452
363;milch;0;2017-06-15 00:33:30.456;2017-06-15 00:33:30.456
364;milch;0;2017-06-15 00:33:36.46;2017-06-15 00:33:36.46
365;milch;0;2017-06-15 00:33:42.463;2017-06-15 00:33:42.464
366;milch;0;2017-06-15 00:33:48.468;2017-06-15 00:33:48.468
367;milch;0;2017-06-15 00:33:54.472;2017-06-15 00:33:54.472
368;milch;0;2017-06-15 00:34:00.476;2017-06-15 00:34:00.476
369;milch;0;2017-06-15 00:34:06.48;2017-06-15 00:34:06.48
370;milch;0;2017-06-15 00:34:12.484;2017-06-15 00:34:12.485
371;milch;0;2017-06-15 00:34:18.489;2017-06-15 00:34:18.489
372;milch;0;2017-06-15 00:34:24.493;2017-06-15 00:34:24.493
373;milch;0;2017-06-15 00:34:30.497;2017-06-15 00:34:30.497
374;milch;0;2017-06-15 00:34:36.501;2017-06-15 00:34:36.501
375;milch;0;2017-06-15 00:34:42.52;2017-06-15 00:34:42.521
376;milch;0;2017-06-15 00:34:48.525;2017-06-15 00:34:48.525
377;milch;0;2017-06-15 00:34:54.529;2017-06-15 00:34:54.529
378;milch;0;2017-06-15 00:35:00.533;2017-06-15 00:35:00.533
379;milch;0;2017-06-15 00:35:06.537;2017-06-15 00:35:06.537
380;milch;0;2017-06-15 00:35:12.541;2017-06-15 00:35:12.542
381;milch;0;2017-06-15 00:35:18.546;2017-06-15 00:35:18.546
382;milch;0;2017-06-15 00:35:24.55;2017-06-15 00:35:24.55
383;milch;0;2017-06-15 00:35:30.554;2017-06-15 00:35:30.554
384;milch;0;2017-06-15 00:35:36.558;2017-06-15 00:35:36.558
385;milch;0;2017-06-15 00:35:42.564;2017-06-15 00:35:42.565
386;milch;0;2017-06-15 00:35:48.568;2017-06-15 00:35:48.568
387;milch;0;2017-06-15 00:35:54.573;2017-06-15 00:35:54.573
388;milch;0;2017-06-15 00:36:00.577;2017-06-15 00:36:00.577
389;milch;0;2017-06-15 00:36:06.581;2017-06-15 00:36:06.581
390;milch;0;2017-06-15 00:36:12.585;2017-06-15 00:36:12.586
391;milch;0;2017-06-15 00:36:18.589;2017-06-15 00:36:18.589
392;milch;0;2017-06-15 00:36:24.593;2017-06-15 00:36:24.593
393;milch;0;2017-06-15 00:36:30.597;2017-06-15 00:36:30.597
394;milch;0;2017-06-15 00:36:36.601;2017-06-15 00:36:36.601
395;milch;0;2017-06-15 00:36:42.614;2017-06-15 00:36:42.615
396;milch;0;2017-06-15 00:36:48.646;2017-06-15 00:36:48.646
397;milch;0;2017-06-15 00:36:54.65;2017-06-15 00:36:54.65
398;milch;0;2017-06-15 00:37:00.661;2017-06-15 00:37:00.661
399;milch;0;2017-06-15 00:37:06.665;2017-06-15 00:37:06.665
400;milch;0;2017-06-15 00:37:12.676;2017-06-15 00:37:12.677
401;milch;0;2017-06-15 00:37:18.68;2017-06-15 00:37:18.68
402;milch;0;2017-06-15 00:37:24.684;2017-06-15 00:37:24.684
403;milch;0;2017-06-15 00:37:30.688;2017-06-15 00:37:30.688
404;milch;0;2017-06-15 00:37:36.692;2017-06-15 00:37:36.692
405;milch;0;2017-06-15 00:37:42.696;2017-06-15 00:37:42.697
406;milch;0;2017-06-15 00:37:48.7;2017-06-15 00:37:48.7
407;milch;0;2017-06-15 00:37:54.712;2017-06-15 00:37:54.712
408;milch;0;2017-06-15 00:38:00.716;2017-06-15 00:38:00.716
409;milch;0;2017-06-15 00:38:06.72;2017-06-15 00:38:06.72
410;milch;0;2017-06-15 00:38:12.724;2017-06-15 00:38:12.725
411;milch;0;2017-06-15 00:38:18.728;2017-06-15 00:38:18.728
412;milch;0;2017-06-15 00:38:24.739;2017-06-15 00:38:24.739
413;milch;0;2017-06-15 00:38:30.743;2017-06-15 00:38:30.743
414;milch;0;2017-06-15 00:38:36.747;2017-06-15 00:38:36.747
415;milch;0;2017-06-15 00:38:42.751;2017-06-15 00:38:42.752
416;milch;0;2017-06-15 00:38:48.755;2017-06-15 00:38:48.755
417;milch;0;2017-06-15 00:38:54.759;2017-06-15 00:38:54.759
418;milch;0;2017-06-15 00:39:00.764;2017-06-15 00:39:00.764
419;milch;0;2017-06-15 00:39:06.769;2017-06-15 00:39:06.769
420;milch;0;2017-06-15 00:39:12.774;2017-06-15 00:39:12.775
421;milch;0;2017-06-15 00:39:18.779;2017-06-15 00:39:18.779
422;milch;0;2017-06-15 00:39:24.784;2017-06-15 00:39:24.784
423;milch;0;2017-06-15 00:39:30.789;2017-06-15 00:39:30.789
424;milch;0;2017-06-15 00:39:36.793;2017-06-15 00:39:36.793
425;milch;0;2017-06-15 00:39:42.797;2017-06-15 00:39:42.798
426;milch;0;2017-06-15 00:39:48.832;2017-06-15 00:39:48.832
427;milch;0;2017-06-15 00:39:54.836;2017-06-15 00:39:54.836
428;milch;0;2017-06-15 00:40:00.841;2017-06-15 00:40:00.841
429;milch;0;2017-06-15 00:40:06.845;2017-06-15 00:40:06.845
430;milch;0;2017-06-15 00:40:12.85;2017-06-15 00:40:12.851
431;milch;0;2017-06-15 00:40:18.855;2017-06-15 00:40:18.855
432;milch;0;2017-06-15 00:40:24.859;2017-06-15 00:40:24.859
433;milch;0;2017-06-15 00:40:30.863;2017-06-15 00:40:30.863
434;milch;0;2017-06-15 00:40:36.867;2017-06-15 00:40:36.867
435;milch;0;2017-06-15 00:40:42.871;2017-06-15 00:40:42.872
436;milch;0;2017-06-15 00:40:48.876;2017-06-15 00:40:48.876
437;milch;0;2017-06-15 00:40:54.88;2017-06-15 00:40:54.88
438;milch;0;2017-06-15 00:41:00.884;2017-06-15 00:41:00.884
439;milch;0;2017-06-15 00:41:06.888;2017-06-15 00:41:06.888
440;milch;0;2017-06-15 00:41:12.892;2017-06-15 00:41:12.893
441;milch;0;2017-06-15 00:41:18.897;2017-06-15 00:41:18.897
442;milch;0;2017-06-15 00:41:24.901;2017-06-15 00:41:24.901
443;milch;0;2017-06-15 00:41:30.905;2017-06-15 00:41:30.905
444;milch;0;2017-06-15 00:41:36.91;2017-06-15 00:41:36.91
445;milch;0;2017-06-15 00:41:42.914;2017-06-15 00:41:42.915
446;milch;0;2017-06-15 00:41:48.92;2017-06-15 00:41:48.92
447;milch;0;2017-06-15 00:41:54.941;2017-06-15 00:41:54.941
448;milch;0;2017-06-15 00:42:00.945;2017-06-15 00:42:00.945
449;milch;0;2017-06-15 00:42:06.949;2017-06-15 00:42:06.949
450;milch;0;2017-06-15 00:42:13.065;2017-06-15 00:42:13.066
451;milch;0;2017-06-15 00:42:19.07;2017-06-15 00:42:19.07
452;milch;0;2017-06-15 00:42:25.074;2017-06-15 00:42:25.074
453;milch;0;2017-06-15 00:42:31.078;2017-06-15 00:42:31.078
454;milch;0;2017-06-15 00:42:37.082;2017-06-15 00:42:37.082
455;milch;0;2017-06-15 00:42:43.086;2017-06-15 00:42:43.087
456;milch;0;2017-06-15 00:42:49.099;2017-06-15 00:42:49.099
457;milch;0;2017-06-15 00:42:55.13;2017-06-15 00:42:55.13
458;milch;0;2017-06-15 00:43:01.134;2017-06-15 00:43:01.134
459;milch;0;2017-06-15 00:43:07.138;2017-06-15 00:43:07.138
460;milch;0;2017-06-15 00:43:13.161;2017-06-15 00:43:13.162
461;milch;0;2017-06-15 00:43:19.165;2017-06-15 00:43:19.165
462;milch;0;2017-06-15 00:43:25.169;2017-06-15 00:43:25.169
463;milch;0;2017-06-15 00:43:31.173;2017-06-15 00:43:31.173
464;milch;0;2017-06-15 00:43:37.177;2017-06-15 00:43:37.177
465;milch;0;2017-06-15 00:43:43.181;2017-06-15 00:43:43.182
466;milch;0;2017-06-15 00:43:49.186;2017-06-15 00:43:49.186
467;milch;0;2017-06-15 00:43:55.191;2017-06-15 00:43:55.191
468;milch;0;2017-06-15 00:44:01.196;2017-06-15 00:44:01.196
469;milch;0;2017-06-15 00:44:07.222;2017-06-15 00:44:07.222
470;milch;0;2017-06-15 00:44:13.227;2017-06-15 00:44:13.228
471;milch;0;2017-06-15 00:44:19.232;2017-06-15 00:44:19.232
472;milch;0;2017-06-15 00:44:25.237;2017-06-15 00:44:25.237
473;milch;0;2017-06-15 00:44:31.241;2017-06-15 00:44:31.241
474;milch;0;2017-06-15 00:44:37.413;2017-06-15 00:44:37.413
475;milch;0;2017-06-15 00:44:43.417;2017-06-15 00:44:43.418
476;milch;0;2017-06-15 00:44:49.422;2017-06-15 00:44:49.422
477;milch;0;2017-06-15 00:44:55.427;2017-06-15 00:44:55.427
478;milch;0;2017-06-15 00:45:01.431;2017-06-15 00:45:01.431
479;milch;0;2017-06-15 00:45:07.436;2017-06-15 00:45:07.436
480;milch;0;2017-06-15 00:45:13.441;2017-06-15 00:45:13.442
481;milch;0;2017-06-15 00:45:19.613;2017-06-15 00:45:19.613
482;milch;0;2017-06-15 00:45:25.617;2017-06-15 00:45:25.617
483;milch;0;2017-06-15 00:45:31.621;2017-06-15 00:45:31.621
484;milch;0;2017-06-15 00:45:37.625;2017-06-15 00:45:37.625
485;milch;0;2017-06-15 00:45:43.629;2017-06-15 00:45:43.63
486;milch;0;2017-06-15 00:45:49.634;2017-06-15 00:45:49.634
487;milch;0;2017-06-15 00:45:55.639;2017-06-15 00:45:55.639
488;milch;0;2017-06-15 00:46:01.644;2017-06-15 00:46:01.644
489;milch;0;2017-06-15 00:46:07.649;2017-06-15 00:46:07.649
490;milch;0;2017-06-15 00:46:13.654;2017-06-15 00:46:13.655
491;milch;0;2017-06-15 00:46:19.659;2017-06-15 00:46:19.659
492;milch;0;2017-06-15 00:46:25.664;2017-06-15 00:46:25.664
493;milch;0;2017-06-15 00:46:31.669;2017-06-15 00:46:31.669
494;milch;0;2017-06-15 00:46:37.674;2017-06-15 00:46:37.674
495;milch;0;2017-06-15 00:46:43.679;2017-06-15 00:46:43.68
496;milch;0;2017-06-15 00:46:49.684;2017-06-15 00:46:49.684
497;milch;0;2017-06-15 00:46:55.697;2017-06-15 00:46:55.697
498;milch;0;2017-06-15 00:47:01.702;2017-06-15 00:47:01.702
499;milch;0;2017-06-15 00:47:07.797;2017-06-15 00:47:07.797
500;milch;0;2017-06-15 00:47:13.802;2017-06-15 00:47:13.803
501;milch;0;2017-06-15 00:47:19.807;2017-06-15 00:47:19.807
502;milch;0;2017-06-15 00:47:25.812;2017-06-15 00:47:25.812
503;milch;0;2017-06-15 00:47:31.824;2017-06-15 00:47:31.824
504;milch;0;2017-06-15 00:47:37.829;2017-06-15 00:47:37.829
505;milch;0;2017-06-15 00:47:43.834;2017-06-15 00:47:43.835
506;milch;0;2017-06-15 00:47:49.839;2017-06-15 00:47:49.839
507;milch;0;2017-06-15 00:47:55.844;2017-06-15 00:47:55.844
508;milch;0;2017-06-15 00:48:01.849;2017-06-15 00:48:01.849
509;milch;0;2017-06-15 00:48:07.854;2017-06-15 00:48:07.854
510;milch;0;2017-06-15 00:48:13.859;2017-06-15 00:48:13.86
511;milch;0;2017-06-15 00:48:19.873;2017-06-15 00:48:19.873
512;milch;0;2017-06-15 00:48:25.88;2017-06-15 00:48:25.881
513;milch;0;2017-06-15 00:48:31.912;2017-06-15 00:48:31.912
514;milch;0;2017-06-15 00:48:37.917;2017-06-15 00:48:37.917
515;milch;0;2017-06-15 00:48:43.922;2017-06-15 00:48:43.923
516;milch;0;2017-06-15 00:48:49.927;2017-06-15 00:48:49.927
517;milch;0;2017-06-15 00:48:55.932;2017-06-15 00:48:55.932
518;milch;0;2017-06-15 00:49:02.053;2017-06-15 00:49:02.053
519;milch;0;2017-06-15 00:49:08.057;2017-06-15 00:49:08.057
520;milch;0;2017-06-15 00:49:14.061;2017-06-15 00:49:14.062
521;milch;0;2017-06-15 00:49:20.066;2017-06-15 00:49:20.066
522;milch;0;2017-06-15 00:49:26.071;2017-06-15 00:49:26.071
523;milch;0;2017-06-15 00:49:32.075;2017-06-15 00:49:32.075
524;milch;0;2017-06-15 00:49:38.079;2017-06-15 00:49:38.079
525;milch;0;2017-06-15 00:49:44.083;2017-06-15 00:49:44.084
526;milch;0;2017-06-15 00:49:50.088;2017-06-15 00:49:50.088
527;milch;0;2017-06-15 00:49:56.093;2017-06-15 00:49:56.093
528;milch;0;2017-06-15 00:50:02.099;2017-06-15 00:50:02.099
529;milch;0;2017-06-15 00:50:08.105;2017-06-15 00:50:08.105
530;milch;0;2017-06-15 00:50:14.11;2017-06-15 00:50:14.111
531;milch;0;2017-06-15 00:50:20.116;2017-06-15 00:50:20.116
532;milch;0;2017-06-15 00:50:26.122;2017-06-15 00:50:26.122
